census_tract_number,state,county,tract_type,acs_data_source
06001407200,California,Alameda,Low-Income Community,2011-2015
06001407300,California,Alameda,Low-Income Community,2011-2015
06001408400,California,Alameda,Low-Income Community,2011-2015
06001408500,California,Alameda,Low-Income Community,2011-2015
06001408600,California,Alameda,Low-Income Community,2011-2015
06001408700,California,Alameda,Low-Income Community,2011-2015
06001408800,California,Alameda,Low-Income Community,2011-2015
06001408900,California,Alameda,Low-Income Community,2011-2015
06001409000,California,Alameda,Low-Income Community,2011-2015
06001409500,California,Alameda,Low-Income Community,2011-2015
06001409700,California,Alameda,Low-Income Community,2011-2015
06001410500,California,Alameda,Low-Income Community,2011-2015
06001422900,California,Alameda,Low-Income Community,2011-2015
06001423200,California,Alameda,Low-Income Community,2011-2015
06001423500,California,Alameda,Low-Income Community,2011-2015
06001423901,California,Alameda,Non-LIC Contiguous,2011-2015
06001424001,California,Alameda,Low-Income Community,2011-2015
06001433102,California,Alameda,Low-Income Community,2011-2015
06001433700,California,Alameda,Low-Income Community,2011-2015
06001433800,California,Alameda,Low-Income Community,2011-2015
06001434000,California,Alameda,Low-Income Community,2011-2015
06001435400,California,Alameda,Low-Income Community,2011-2015
06001435602,California,Alameda,Low-Income Community,2011-2015
06001437500,California,Alameda,Low-Income Community,2011-2015
06001437600,California,Alameda,Low-Income Community,2011-2015
06001437701,California,Alameda,Low-Income Community,2011-2015
06001438201,California,Alameda,Low-Income Community,2011-2015
06001441923,California,Alameda,Low-Income Community,2011-2015
06001451404,California,Alameda,Low-Income Community,2011-2015
06003010000,California,Alpine,Non-LIC Contiguous,2011-2015
06005000102,California,Amador,Low-Income Community,2012-2016
06007000502,California,Butte,Low-Income Community,2011-2015
06007000604,California,Butte,Low-Income Community,2011-2015
06007001000,California,Butte,Low-Income Community,2011-2015
06007001100,California,Butte,Low-Income Community,2011-2015
06007001200,California,Butte,Low-Income Community,2011-2015
06007001300,California,Butte,Low-Income Community,2011-2015
06007002800,California,Butte,Low-Income Community,2011-2015
06007003001,California,Butte,Low-Income Community,2011-2015
06007003002,California,Butte,Low-Income Community,2011-2015
06009000400,California,Calaveras,Low-Income Community,2011-2015
06011000300,California,Colusa,Low-Income Community,2011-2015
06011000500,California,Colusa,Low-Income Community,2011-2015
06013306002,California,Contra Costa,Low-Income Community,2011-2015
06013307201,California,Contra Costa,Low-Income Community,2011-2015
06013307202,California,Contra Costa,Low-Income Community,2011-2015
06013307205,California,Contra Costa,Low-Income Community,2011-2015
06013312000,California,Contra Costa,Low-Income Community,2011-2015
06013313101,California,Contra Costa,Low-Income Community,2011-2015
06013313206,California,Contra Costa,Low-Income Community,2011-2015
06013314103,California,Contra Costa,Low-Income Community,2011-2015
06013314104,California,Contra Costa,Low-Income Community,2011-2015
06013328000,California,Contra Costa,Low-Income Community,2011-2015
06013336101,California,Contra Costa,Low-Income Community,2011-2015
06013336202,California,Contra Costa,Low-Income Community,2011-2015
06013337200,California,Contra Costa,Low-Income Community,2011-2015
06013365002,California,Contra Costa,Low-Income Community,2011-2015
06013369001,California,Contra Costa,Low-Income Community,2011-2015
06013376000,California,Contra Costa,Low-Income Community,2011-2015
06013386000,California,Contra Costa,Low-Income Community,2011-2015
06015000101,California,Del Norte,Low-Income Community,2011-2015
06015000102,California,Del Norte,Low-Income Community,2011-2015
06017030302,California,El Dorado,Low-Income Community,2011-2015
06017031600,California,El Dorado,Low-Income Community,2011-2015
06017031900,California,El Dorado,Low-Income Community,2011-2015
06019000100,California,Fresno,Low-Income Community,2011-2015
06019000200,California,Fresno,Low-Income Community,2011-2015
06019000300,California,Fresno,Low-Income Community,2011-2015
06019000400,California,Fresno,Low-Income Community,2011-2015
06019000501,California,Fresno,Low-Income Community,2011-2015
06019000502,California,Fresno,Low-Income Community,2011-2015
06019000600,California,Fresno,Low-Income Community,2011-2015
06019000700,California,Fresno,Low-Income Community,2011-2015
06019000800,California,Fresno,Low-Income Community,2011-2015
06019000901,California,Fresno,Low-Income Community,2011-2015
06019000902,California,Fresno,Low-Income Community,2011-2015
06019001000,California,Fresno,Low-Income Community,2011-2015
06019001100,California,Fresno,Low-Income Community,2011-2015
06019001201,California,Fresno,Low-Income Community,2011-2015
06019001202,California,Fresno,Low-Income Community,2011-2015
06019001301,California,Fresno,Low-Income Community,2011-2015
06019001303,California,Fresno,Low-Income Community,2011-2015
06019001407,California,Fresno,Low-Income Community,2011-2015
06019001410,California,Fresno,Low-Income Community,2011-2015
06019001411,California,Fresno,Low-Income Community,2011-2015
06019001500,California,Fresno,Low-Income Community,2011-2015
06019001700,California,Fresno,Low-Income Community,2011-2015
06019001800,California,Fresno,Low-Income Community,2011-2015
06019001900,California,Fresno,Low-Income Community,2011-2015
06019002000,California,Fresno,Low-Income Community,2011-2015
06019002300,California,Fresno,Low-Income Community,2011-2015
06019002400,California,Fresno,Low-Income Community,2011-2015
06019002501,California,Fresno,Low-Income Community,2011-2015
06019002602,California,Fresno,Low-Income Community,2011-2015
06019002702,California,Fresno,Low-Income Community,2011-2015
06019002800,California,Fresno,Low-Income Community,2011-2015
06019002903,California,Fresno,Low-Income Community,2011-2015
06019003500,California,Fresno,Low-Income Community,2011-2015
06019004505,California,Fresno,Low-Income Community,2011-2015
06019004901,California,Fresno,Low-Income Community,2011-2015
06019005000,California,Fresno,Low-Income Community,2011-2015
06019005100,California,Fresno,Low-Income Community,2011-2015
06019005403,California,Fresno,Low-Income Community,2011-2015
06019005408,California,Fresno,Low-Income Community,2011-2015
06019006201,California,Fresno,Low-Income Community,2011-2015
06019006202,California,Fresno,Low-Income Community,2011-2015
06019006501,California,Fresno,Low-Income Community,2011-2015
06019006602,California,Fresno,Low-Income Community,2011-2015
06019007802,California,Fresno,Low-Income Community,2011-2015
06019008200,California,Fresno,Low-Income Community,2011-2015
06019008302,California,Fresno,Low-Income Community,2011-2015
06019008501,California,Fresno,Low-Income Community,2011-2015
06021010100,California,Glenn,Low-Income Community,2011-2015
06021010200,California,Glenn,Low-Income Community,2011-2015
06023000100,California,Humboldt,Low-Income Community,2011-2015
06023000300,California,Humboldt,Low-Income Community,2011-2015
06023000500,California,Humboldt,Low-Income Community,2011-2015
06023001300,California,Humboldt,Low-Income Community,2011-2015
06023010102,California,Humboldt,Low-Income Community,2011-2015
06023010501,California,Humboldt,Low-Income Community,2011-2015
06023940000,California,Humboldt,Low-Income Community,2011-2015
06025010400,California,Imperial,Low-Income Community,2011-2015
06025010900,California,Imperial,Low-Income Community,2011-2015
06025011300,California,Imperial,Low-Income Community,2011-2015
06025011400,California,Imperial,Low-Income Community,2011-2015
06025011900,California,Imperial,Low-Income Community,2011-2015
06025012100,California,Imperial,Low-Income Community,2011-2015
06025012200,California,Imperial,Low-Income Community,2011-2015
06027000400,California,Inyo,Low-Income Community,2011-2015
06027000800,California,Inyo,Low-Income Community,2011-2015
06029000200,California,Kern,Low-Income Community,2011-2015
06029000300,California,Kern,Low-Income Community,2011-2015
06029000400,California,Kern,Low-Income Community,2011-2015
06029000600,California,Kern,Low-Income Community,2011-2015
06029001202,California,Kern,Low-Income Community,2011-2015
06029001400,California,Kern,Low-Income Community,2011-2015
06029001600,California,Kern,Low-Income Community,2011-2015
06029001902,California,Kern,Low-Income Community,2011-2015
06029002000,California,Kern,Low-Income Community,2011-2015
06029002100,California,Kern,Low-Income Community,2011-2015
06029002200,California,Kern,Low-Income Community,2011-2015
06029002301,California,Kern,Low-Income Community,2011-2015
06029002302,California,Kern,Low-Income Community,2011-2015
06029002400,California,Kern,Low-Income Community,2011-2015
06029002500,California,Kern,Low-Income Community,2011-2015
06029002600,California,Kern,Low-Income Community,2011-2015
06029003103,California,Kern,Low-Income Community,2011-2015
06029003121,California,Kern,Low-Income Community,2011-2015
06029003303,California,Kern,Low-Income Community,2011-2015
06029003500,California,Kern,Low-Income Community,2011-2015
06029004101,California,Kern,Low-Income Community,2011-2015
06029004401,California,Kern,Low-Income Community,2011-2015
06029004402,California,Kern,Low-Income Community,2011-2015
06029004701,California,Kern,Low-Income Community,2011-2015
06029004800,California,Kern,Low-Income Community,2011-2015
06029005003,California,Kern,Low-Income Community,2011-2015
06029005300,California,Kern,Low-Income Community,2011-2015
06029005507,California,Kern,Low-Income Community,2011-2015
06029005600,California,Kern,Low-Income Community,2011-2015
06029005802,California,Kern,Low-Income Community,2011-2015
06029005900,California,Kern,Low-Income Community,2011-2015
06029006100,California,Kern,Low-Income Community,2011-2015
06029006303,California,Kern,Low-Income Community,2011-2015
06029006304,California,Kern,Low-Income Community,2011-2015
06029006401,California,Kern,Low-Income Community,2011-2015
06031001100,California,Kings,Low-Income Community,2011-2015
06031001300,California,Kings,Low-Income Community,2011-2015
06031001402,California,Kings,Low-Income Community,2011-2015
06031001601,California,Kings,Low-Income Community,2011-2015
06031001701,California,Kings,Low-Income Community,2011-2015
06033000702,California,Lake,Low-Income Community,2011-2015
06033000801,California,Lake,Low-Income Community,2011-2015
06033000802,California,Lake,Low-Income Community,2011-2015
06035040303,California,Lassen,Low-Income Community,2011-2015
06035040304,California,Lassen,Low-Income Community,2011-2015
06037102105,California,Los Angeles,Low-Income Community,2011-2015
06037104201,California,Los Angeles,Low-Income Community,2011-2015
06037104203,California,Los Angeles,Low-Income Community,2011-2015
06037104310,California,Los Angeles,Low-Income Community,2011-2015
06037104320,California,Los Angeles,Low-Income Community,2011-2015
06037104404,California,Los Angeles,Low-Income Community,2011-2015
06037104701,California,Los Angeles,Low-Income Community,2011-2015
06037104703,California,Los Angeles,Low-Income Community,2011-2015
06037104704,California,Los Angeles,Low-Income Community,2011-2015
06037106520,California,Los Angeles,Low-Income Community,2011-2015
06037106604,California,Los Angeles,Low-Income Community,2011-2015
06037113233,California,Los Angeles,Low-Income Community,2011-2015
06037113234,California,Los Angeles,Low-Income Community,2011-2015
06037113421,California,Los Angeles,Low-Income Community,2011-2015
06037115103,California,Los Angeles,Low-Income Community,2011-2015
06037115201,California,Los Angeles,Low-Income Community,2011-2015
06037120010,California,Los Angeles,Low-Income Community,2011-2015
06037120020,California,Los Angeles,Low-Income Community,2011-2015
06037120030,California,Los Angeles,Low-Income Community,2011-2015
06037120103,California,Los Angeles,Low-Income Community,2011-2015
06037121101,California,Los Angeles,Low-Income Community,2011-2015
06037121801,California,Los Angeles,Low-Income Community,2011-2015
06037121900,California,Los Angeles,Low-Income Community,2011-2015
06037122120,California,Los Angeles,Low-Income Community,2011-2015
06037122121,California,Los Angeles,Low-Income Community,2011-2015
06037122122,California,Los Angeles,Low-Income Community,2011-2015
06037122200,California,Los Angeles,Non-LIC Contiguous,2011-2015
06037122410,California,Los Angeles,Low-Income Community,2011-2015
06037123020,California,Los Angeles,Low-Income Community,2011-2015
06037123103,California,Los Angeles,Low-Income Community,2011-2015
06037123203,California,Los Angeles,Low-Income Community,2011-2015
06037123205,California,Los Angeles,Low-Income Community,2011-2015
06037123206,California,Los Angeles,Low-Income Community,2011-2015
06037123303,California,Los Angeles,Low-Income Community,2011-2015
06037123420,California,Los Angeles,Low-Income Community,2011-2015
06037123901,California,Los Angeles,Low-Income Community,2011-2015
06037124102,California,Los Angeles,Low-Income Community,2011-2015
06037124103,California,Los Angeles,Low-Income Community,2011-2015
06037124104,California,Los Angeles,Low-Income Community,2011-2015
06037124105,California,Los Angeles,Low-Income Community,2011-2015
06037124204,California,Los Angeles,Low-Income Community,2011-2015
06037125310,California,Los Angeles,Low-Income Community,2011-2015
06037125320,California,Los Angeles,Low-Income Community,2011-2015
06037127210,California,Los Angeles,Low-Income Community,2011-2015
06037127300,California,Los Angeles,Low-Income Community,2011-2015
06037127400,California,Los Angeles,Low-Income Community,2011-2015
06037127520,California,Los Angeles,Low-Income Community,2011-2015
06037127712,California,Los Angeles,Low-Income Community,2011-2015
06037127803,California,Los Angeles,Low-Income Community,2011-2015
06037127804,California,Los Angeles,Low-Income Community,2011-2015
06037127805,California,Los Angeles,Low-Income Community,2011-2015
06037127806,California,Los Angeles,Low-Income Community,2011-2015
06037127910,California,Los Angeles,Low-Income Community,2011-2015
06037128210,California,Los Angeles,Low-Income Community,2011-2015
06037128302,California,Los Angeles,Low-Income Community,2011-2015
06037128303,California,Los Angeles,Low-Income Community,2011-2015
06037132300,California,Los Angeles,Low-Income Community,2011-2015
06037134305,California,Los Angeles,Low-Income Community,2011-2015
06037134520,California,Los Angeles,Low-Income Community,2011-2015
06037134521,California,Los Angeles,Low-Income Community,2011-2015
06037134522,California,Los Angeles,Low-Income Community,2011-2015
06037134903,California,Los Angeles,Low-Income Community,2011-2015
06037135114,California,Los Angeles,Low-Income Community,2012-2016
06037185203,California,Los Angeles,Low-Income Community,2011-2015
06037185320,California,Los Angeles,Low-Income Community,2011-2015
06037186401,California,Los Angeles,Low-Income Community,2011-2015
06037186404,California,Los Angeles,Low-Income Community,2011-2015
06037187102,California,Los Angeles,Low-Income Community,2011-2015
06037187200,California,Los Angeles,Low-Income Community,2011-2015
06037190100,California,Los Angeles,Low-Income Community,2011-2015
06037190201,California,Los Angeles,Low-Income Community,2011-2015
06037190202,California,Los Angeles,Low-Income Community,2011-2015
06037190510,California,Los Angeles,Low-Income Community,2011-2015
06037190700,California,Los Angeles,Low-Income Community,2011-2015
06037190801,California,Los Angeles,Low-Income Community,2011-2015
06037190802,California,Los Angeles,Low-Income Community,2011-2015
06037190901,California,Los Angeles,Low-Income Community,2011-2015
06037190902,California,Los Angeles,Low-Income Community,2011-2015
06037191000,California,Los Angeles,Low-Income Community,2011-2015
06037191110,California,Los Angeles,Low-Income Community,2011-2015
06037191120,California,Los Angeles,Low-Income Community,2011-2015
